,bigram,change_phrase,negation,socal_bigram,socal_changephrase,socal_negation,socal_umls,socal_unigram,umls,unigram
0,0.672223965377,0.710734224311,0.703680423377,0.699816209072,0.685262520758,0.680488181602,0.729794095758,0.679543555665,0.69042903402,0.670241116617
1,0.651619487805,0.688689195752,0.6950057429,0.672102798321,0.701950111006,0.714144356068,0.708585891121,0.676348164381,0.700494071599,0.655312065928
2,0.665093999881,0.699103066502,0.692904320904,0.683660922585,0.707045525741,0.715659303924,0.687918405546,0.65420034862,0.675516028685,0.663090216027
3,0.680111223861,0.703648914954,0.687335649975,0.680744773108,0.692380686469,0.705505198593,0.684702736331,0.666831708969,0.691409954517,0.634495346099
4,0.665174397271,0.682038091278,0.6878484651,0.683444872906,0.708712098493,0.718160904715,0.680012670356,0.654371371805,0.685441142788,0.666839955318
5,0.679431473832,0.692184042552,0.693854221513,0.680840279865,0.693642135853,0.727949121752,0.690766096293,0.696282534184,0.695687332063,0.672100217546
6,0.68107582757,0.702408205513,0.670640077594,0.681653050655,0.676253105894,0.697141322696,0.72682293983,0.673519248001,0.703078754083,0.685828773137
7,0.666611470587,0.685391003023,0.713558984305,0.683373268335,0.701884994005,0.710742904244,0.695835925503,0.668433143765,0.696827530163,0.654784466551
8,0.679585376788,0.690958122961,0.695819060506,0.66433671221,0.685966111655,0.700255330977,0.691904485265,0.647632578982,0.68500455802,0.682551037628
9,0.68126161093,0.702948418274,0.700384379826,0.681711847132,0.68469750802,0.709308378854,0.683882589559,0.649422062,0.690012052645,0.667262573155
10,0.671222528863,0.684530100773,0.701034956098,0.66554245052,0.68926484915,0.699942753165,0.692516518853,0.668443198041,0.699346064355,0.679866032355
11,0.680021821736,0.678119897488,0.714052298566,0.688975924775,0.711175121773,0.729301823821,0.691499387668,0.668024925768,0.68371494176,0.660028837444
12,0.668453349602,0.689484878534,0.706503306187,0.692517330916,0.704776692353,0.722376878274,0.712665803471,0.679022290884,0.683396151937,0.681439604427
13,0.68080376815,0.688262199829,0.688439939936,0.678385777149,0.700029385179,0.708875459553,0.711724580097,0.670427394227,0.692329336612,0.656139064784
14,0.704280625195,0.680276982658,0.698818423779,0.692935298529,0.704483756963,0.709733768233,0.690427090657,0.676247711735,0.691499576899,0.690321857068
15,0.672727364722,0.687081934739,0.705209590544,0.673238428534,0.694621186338,0.700996706277,0.699996674323,0.689666434347,0.707363569625,0.667174706836
16,0.676648284195,0.678890632731,0.683071783939,0.671264863636,0.71079162404,0.71312387823,0.692943850272,0.66021263847,0.682822771368,0.690263582325
17,0.68088936779,0.699075087088,0.696417921705,0.656939576807,0.72034328083,0.700035792654,0.677443936855,0.682846273059,0.693081987314,0.685009221956
18,0.678416678509,0.701139644218,0.701985879091,0.693074055119,0.712401682161,0.708388705046,0.685487470595,0.663457325194,0.695254893674,0.673376349866
19,0.673985488793,0.680781896161,0.708364130987,0.675019566607,0.699359847539,0.694788035388,0.697325209318,0.691473643473,0.678056915468,0.661868937625
20,0.699316638851,0.700716616848,0.69535752734,0.689678797462,0.691723233271,0.708159077732,0.683540568286,0.654568452184,0.698837590948,0.647737191273
21,0.686282956029,0.668302169425,0.690585141314,0.694479239378,0.685360758581,0.698937461639,0.704155699008,0.682156284902,0.681885709355,0.66574829976
22,0.692499517957,0.688399141971,0.705173272953,0.670292923799,0.708018340181,0.704958314565,0.691843746455,0.674059852673,0.69753429761,0.649474987388
23,0.673113541314,0.711816674758,0.685634352893,0.685306099061,0.688219384433,0.697600953011,0.70093012037,0.659298215715,0.705702656529,0.643190662034
24,0.675740741844,0.706821483097,0.698580617277,0.693643115813,0.699415703248,0.702511228578,0.711689616655,0.674063522464,0.695664438588,0.668359352263
25,0.663100757158,0.682812878923,0.705531758072,0.674097198618,0.685906419862,0.714702567933,0.69485204036,0.692793175255,0.688125687283,0.657850003374
26,0.648558666301,0.689383443647,0.700881342416,0.676690080928,0.694157827856,0.703850660067,0.715776134864,0.679816637415,0.68075092483,0.682586332637
27,0.683652350188,0.696536482587,0.676994169413,0.692065377213,0.693442022579,0.714353660273,0.694611876149,0.677807284318,0.706678879057,0.672849204403
28,0.68875775195,0.672739268941,0.71744389581,0.673664408223,0.687613878986,0.705509747669,0.689110901907,0.662835628191,0.679246656652,0.639431693642
29,0.647267752918,0.706986545111,0.689361178214,0.675771674453,0.720291308815,0.714803707541,0.682333732254,0.670930908895,0.706931796169,0.646304139247
30,0.659625098007,0.683237049108,0.703193962605,0.67190472991,0.702960331292,0.703019948066,0.693051785554,0.67591525345,0.693332606688,0.652237949971
31,0.684756811272,0.667684209689,0.705713882952,0.682706165026,0.702140525215,0.70538871612,0.691502804989,0.680606949826,0.704340432537,0.662264536317
32,0.697364316747,0.705144728079,0.695276882539,0.681148033725,0.712583888946,0.715770071796,0.724614598792,0.665513021867,0.697700550679,0.662829481965
33,0.669638061043,0.689998537371,0.690983283874,0.660159194627,0.699908600675,0.693971429368,0.704117314423,0.664808792707,0.697959129827,0.670468409643
34,0.689632266816,0.672881046674,0.709704290338,0.665961477308,0.716584725213,0.721438933775,0.687607441633,0.683811113702,0.693660982425,0.653270272257
35,0.675605607466,0.685764002581,0.71972987856,0.690519332463,0.68211494265,0.703438092338,0.689988164356,0.695903644351,0.691453359534,0.661424618876
36,0.67795483319,0.676897488077,0.722168448724,0.684625499201,0.688963919795,0.709232596866,0.685929116439,0.655523733308,0.693180519805,0.662789061457
37,0.674101986123,0.688214757437,0.69267344614,0.698792847732,0.700223283838,0.713597038663,0.715346883341,0.647237611812,0.701829790778,0.671529194283
38,0.691797371565,0.705258559249,0.68739358743,0.667128168878,0.699259934544,0.710088141568,0.705622903731,0.652286998432,0.697835441414,0.67186992105
39,0.690670461846,0.686781529994,0.697933626076,0.685235576689,0.684815063279,0.691437709608,0.69973394232,0.684777965972,0.70930143546,0.673393809566
40,0.659839782409,0.701363495733,0.704340649684,0.696619802038,0.681971800216,0.689466773142,0.696320311072,0.654483741093,0.693974102579,0.681883094222
41,0.663825379801,0.687942098639,0.68831232309,0.68924599504,0.701137457437,0.709492210923,0.697865736295,0.68480446996,0.683798988597,0.67852391898
42,0.661040233637,0.704778473342,0.708105375348,0.684075382449,0.710114053828,0.699869657533,0.681773457057,0.656951714653,0.700836316918,0.671582084641
43,0.684206582981,0.691959015004,0.699683452182,0.668371027241,0.703425601786,0.711688962287,0.715289537192,0.670093454587,0.696002833894,0.660957885551
44,0.664109991343,0.686649451627,0.684121867398,0.694856954522,0.702603089296,0.707335287741,0.693137872812,0.676266414309,0.712213306349,0.65865011829
45,0.682787135451,0.678031428929,0.68856242061,0.6889505366,0.689047392578,0.712288200552,0.689933233516,0.652602712689,0.703738977772,0.659486062486
46,0.695846633483,0.694415370266,0.707941948137,0.662023737805,0.709151958998,0.702147012803,0.698233103688,0.697201971802,0.6911847621,0.646421786762
47,0.66404314518,0.690594043514,0.71385596132,0.696895184883,0.706508128752,0.714185372845,0.710640956451,0.65589053202,0.71380352389,0.672097327706
48,0.676955605905,0.705724709777,0.678537603074,0.68338680013,0.696557758102,0.710140934321,0.698176288879,0.677912355798,0.690753090368,0.659720064054
49,0.671763895537,0.7076657164,0.717045287561,0.700975778406,0.684492110853,0.696904198244,0.689914261456,0.676551843007,0.688085541524,0.669151028284
50,0.675013692113,0.70593259594,0.696369194098,0.69039666516,0.699555507098,0.689182521048,0.682536147731,0.661765046345,0.706727566401,0.672340528625
51,0.658154674714,0.675252415475,0.702447909328,0.700034181689,0.680826070962,0.730806551973,0.671554035684,0.663458328651,0.697472640948,0.666375950103
52,0.67483345872,0.684980413302,0.702590482209,0.67377580262,0.714556939395,0.717573439062,0.703583144841,0.663771112441,0.683262852539,0.64994444696
53,0.679283078355,0.693111729531,0.694548186588,0.69591586282,0.71248753828,0.70623284255,0.694542511539,0.675724089593,0.698620307198,0.663163007006
54,0.669597199676,0.685151195975,0.697220553817,0.684244400208,0.704044662652,0.710188466206,0.695836417968,0.676679928564,0.694335886234,0.668433384645
55,0.669619067091,0.698425779316,0.69326783594,0.674735696433,0.686134788697,0.709659760533,0.688315821866,0.672283118805,0.694129924143,0.638276093889
56,0.679725030428,0.685348827611,0.701640727044,0.691629455962,0.705701560226,0.711842881769,0.714340177675,0.676480383532,0.698506220888,0.667016792474
57,0.701771013464,0.693754412402,0.71246936522,0.672525471872,0.691728532322,0.720457012292,0.70773717452,0.701046986253,0.698567356785,0.665821094184
58,0.651984857095,0.702058056305,0.68574799061,0.683895420417,0.70069815584,0.687037893646,0.687796040897,0.67372386564,0.692041976609,0.65485016299
59,0.676182916369,0.688451523313,0.693781979479,0.683437347292,0.712809223615,0.714824892291,0.707177000208,0.678917882178,0.720298929734,0.662717389863
60,0.66009146126,0.690138118366,0.719168656086,0.689624457738,0.69053138135,0.696872550597,0.70085921448,0.681510287944,0.689811164103,0.670467216518
61,0.667734333163,0.708407894273,0.693196809004,0.680491010987,0.717069420504,0.71229846299,0.708291535709,0.675022655081,0.680708055392,0.666904780337
62,0.691487085343,0.680105586088,0.668513003344,0.674121301294,0.689595863752,0.71903580712,0.697950177016,0.669484201565,0.692504512625,0.673445173897
63,0.684840211108,0.673908973776,0.695761099326,0.690000751126,0.735090907844,0.733654119824,0.698975173783,0.682085139621,0.709263645433,0.652559473456
64,0.677236798203,0.690246842585,0.700928710717,0.685660070988,0.715545200227,0.730937380616,0.69640838703,0.661396797427,0.682538182397,0.651348300486
65,0.686592957787,0.690355087933,0.717728416561,0.682970061956,0.69519886402,0.703012302027,0.6914973243,0.665785875518,0.678216363607,0.663827839309
66,0.657469083157,0.692700633971,0.6794895263,0.669135884215,0.694948591787,0.703664597611,0.705290607328,0.636682609992,0.690443527533,0.663388893301
67,0.680543113833,0.699073828879,0.693853772276,0.671094137064,0.69333192588,0.719499197607,0.708089071488,0.684017179554,0.696509938604,0.678177493314
68,0.655370672743,0.687982059264,0.706840684498,0.670393646692,0.711535273521,0.705730473845,0.708550306974,0.674502294459,0.67176581832,0.663568977195
69,0.663775619056,0.68800262407,0.707974313904,0.656222509636,0.704073169917,0.71173123636,0.69481456338,0.667096794662,0.70006322108,0.667772894284
70,0.680621772893,0.682256603328,0.69994086633,0.649179896348,0.67632893296,0.722951337654,0.709626467794,0.664144734116,0.694841446775,0.665896824315
71,0.659456348057,0.690721934682,0.69731445265,0.68434038939,0.683626694639,0.711316078922,0.699950914212,0.671063089044,0.700145433657,0.655710797307
72,0.673350586101,0.683174623639,0.690893010283,0.692714338642,0.692769776343,0.710883995683,0.698561223538,0.689661169415,0.707991103845,0.667458596539
73,0.676462062564,0.702022072359,0.683424092919,0.689171316126,0.69302811329,0.70561160213,0.704373077359,0.686809919182,0.691660779087,0.665583534567
74,0.687289742076,0.700269691591,0.724156584505,0.692849964594,0.716548129824,0.695452476544,0.698770734799,0.643715938944,0.69343088639,0.683264579281
75,0.667261070784,0.69981417789,0.69379363332,0.697599313488,0.696289986695,0.686386535602,0.712704866864,0.684560527082,0.700618469225,0.655830559493
76,0.675079904559,0.673861109625,0.725480711617,0.680863399061,0.692763640221,0.711093195141,0.68710078989,0.667941053542,0.690080661721,0.660094952089
77,0.67183547088,0.681218660687,0.682226249326,0.668220027915,0.708484737551,0.712766783319,0.682636776535,0.679768609983,0.700009987639,0.672096334106
78,0.676839980468,0.697761663844,0.701775880212,0.691248148366,0.691898845801,0.689502968142,0.68001866848,0.689384090904,0.678464372785,0.664153928315
79,0.671589338679,0.704376827621,0.683733080206,0.697562843407,0.709424055785,0.707778893243,0.704305725963,0.692407384243,0.696582277601,0.64994817748
80,0.693299758591,0.69926103787,0.692581454691,0.702155143637,0.693392416999,0.713076317758,0.701270596696,0.65827772981,0.693199361055,0.660694550622
81,0.688134457779,0.701948140701,0.702590465851,0.677506923476,0.683595034786,0.718107538917,0.694939732675,0.674324969451,0.685214651641,0.674919777733
82,0.681111820837,0.687976974736,0.683170725557,0.681755054368,0.720998924616,0.703797494246,0.685201609685,0.672519058441,0.718878038993,0.665699802574
83,0.676398261456,0.702135994778,0.703645798388,0.680761956383,0.696455096948,0.705243063708,0.689674158549,0.676688264256,0.694116469303,0.686986305429
84,0.67001462629,0.688413856461,0.700288192007,0.662625048949,0.689552107794,0.696487454234,0.704500625454,0.662604883887,0.702788633519,0.670755037061
85,0.678316960496,0.696175524408,0.702519796379,0.681010702076,0.703579971892,0.720428971172,0.683440606624,0.670135163372,0.703824960002,0.682723807553
86,0.670622514351,0.685666930037,0.706667131265,0.665377783177,0.700235350578,0.699189367156,0.702141361127,0.661977056633,0.699294894144,0.663282579778
87,0.677290224412,0.685941846974,0.690250375353,0.678028375409,0.696929350949,0.702813998568,0.707406853606,0.648979505674,0.703555516925,0.66313958374
88,0.671536628434,0.688363180764,0.705558200978,0.670298053193,0.691675949673,0.71030722725,0.69596666304,0.692956012584,0.688007868422,0.670217292873
89,0.674925699342,0.697572746334,0.683531089561,0.690990030821,0.700061015141,0.707366071056,0.697458161501,0.672407825029,0.698308194541,0.658596260013
90,0.690222078368,0.695788461349,0.691198896826,0.689253287744,0.708743642699,0.708964435901,0.694451478078,0.660067815638,0.679697135312,0.679960637733
91,0.659637145384,0.695697521591,0.710976781768,0.678292563685,0.688568246051,0.693065816509,0.70715046505,0.673747283748,0.686485297346,0.657646239282
92,0.669542618784,0.681081116337,0.700053266241,0.667406053769,0.718308176959,0.711937358811,0.70651449864,0.691829601088,0.703758203296,0.651020644054
93,0.699066781543,0.698758046896,0.67624807456,0.691932931478,0.709654052852,0.715916181814,0.702022081385,0.67450950083,0.693192329344,0.676975435257
94,0.674951513504,0.691218057757,0.698448856418,0.673857357416,0.702568219246,0.717534591609,0.666806763885,0.665393938968,0.687603285127,0.667476079005
95,0.668785849791,0.679119771123,0.693193666287,0.678793648337,0.682478188395,0.722952339196,0.689151932761,0.663545557141,0.69295794785,0.657630372323
96,0.677166881172,0.690990794873,0.689264010192,0.671362154465,0.713209937013,0.707579504387,0.713548878143,0.688942576638,0.676176743719,0.661919713438
97,0.682630465009,0.688121533035,0.684026322974,0.675485672857,0.685099124745,0.716946559015,0.693393540006,0.661007615428,0.696056906328,0.695691348197
98,0.677983591593,0.691264417928,0.701533015044,0.670146024631,0.715350957174,0.713207308068,0.710727843029,0.681029763133,0.700571961578,0.677269276574
99,0.668866941043,0.695527239797,0.703071466347,0.696143906649,0.711502756742,0.699307051516,0.676321068742,0.672543000929,0.689496337247,0.69014895583
